step,system_total_stopped,system_total_waiting_time,system_mean_waiting_time,system_mean_speed,0_stopped,0_accumulated_waiting_time,0_average_speed,1_stopped,1_accumulated_waiting_time,1_average_speed,10_stopped,10_accumulated_waiting_time,10_average_speed,11_stopped,11_accumulated_waiting_time,11_average_speed,12_stopped,12_accumulated_waiting_time,12_average_speed,13_stopped,13_accumulated_waiting_time,13_average_speed,14_stopped,14_accumulated_waiting_time,14_average_speed,15_stopped,15_accumulated_waiting_time,15_average_speed,2_stopped,2_accumulated_waiting_time,2_average_speed,3_stopped,3_accumulated_waiting_time,3_average_speed,4_stopped,4_accumulated_waiting_time,4_average_speed,5_stopped,5_accumulated_waiting_time,5_average_speed,6_stopped,6_accumulated_waiting_time,6_average_speed,7_stopped,7_accumulated_waiting_time,7_average_speed,8_stopped,8_accumulated_waiting_time,8_average_speed,9_stopped,9_accumulated_waiting_time,9_average_speed,agents_total_stopped,agents_total_accumulated_waiting_time
5.0,0,0.0,0.0,13.245963857182844,0,0.0,0.9660371640713477,0,0.0,0.960413992884221,0,0.0,1.0,0,0.0,1.0,0,0.0,0.970511255350903,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,0.9503107770143708,0,0.0,0.9685474187690002,0,0.0,0.9618156069156485,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,0.9628483524497613,0,0.0,1.0,0,0.0
10.0,0,0.0,0.0,12.640452945655023,0,0.0,0.9463147972946329,0,0.0,0.9497583977190601,0,0.0,1.0,0,0.0,1.0,0,0.0,0.8219303280425323,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,0.9410787946953478,0,0.0,0.9569604843796373,0,0.0,0.9535174570043689,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,0.9522886385336732,0,0.0,1.0,0,0.0
15.0,2,5.0,0.125,10.769205657903546,1,2.0,0.7096474367966554,0,0.0,0.9550955210449169,0,0.0,1.0,0,0.0,1.0,1,3.0,0.686197948598149,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,0.9504486931857465,0,0.0,0.9550838388973828,0,0.0,0.7111882446846004,0,0.0,0.9858413827151058,0,0.0,1.0,0,0.0,0.9811342448843834,0,0.0,0.6821602838686858,0,0.0,1.0,2,5.0
20.0,10,40.0,0.7142857142857143,9.82632192534209,3,13.0,0.6364619302080136,0,0.0,0.9331577651835965,0,0.0,1.0,0,0.0,1.0,2,10.0,0.4902647898696357,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,0.9474269328471904,0,0.0,0.9617200581070598,3,10.0,0.6446239797781999,0,0.0,0.9453662023988532,0,0.0,0.9368741141191936,0,0.0,0.9518698493014085,2,7.0,0.546954585632432,0,0.0,1.0,10,40.0
25.0,16,108.0,1.5,9.117061931006523,4,31.0,0.5554390696127716,0,0.0,0.9719731596257817,0,0.0,1.0,0,0.0,0.9811342448843834,4,26.0,0.3502550110692781,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,0.9714613232418172,0,0.0,0.9550323420405599,4,28.0,0.5361315184362875,0,0.0,0.9447393094771277,0,0.0,0.9385979748897608,0,0.0,0.949965409009537,4,23.0,0.5295261498504537,0,0.0,1.0,16,108.0
30.0,23,214.0,2.675,8.448910093966356,6,57.0,0.4263464700277104,0,0.0,0.9488889369950235,0,0.0,0.9277026776157422,0,0.0,0.9381858220218138,6,55.0,0.27595073797200875,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,0.9669233111954838,0,0.0,0.9505081277682298,6,54.0,0.5210256500246233,0,0.0,0.9514649414135701,0,0.0,0.9335683050747752,0,0.0,0.9387055042539718,5,48.0,0.41983623783091495,0,0.0,0.9500685391406511,23,214.0
35.0,33,358.0,3.7291666666666665,7.887808883645718,8,94.0,0.4270374847092242,0,0.0,0.9679883365298503,0,0.0,0.9569722514583802,0,0.0,0.9433614925261328,8,92.0,0.2674039148630217,0,0.0,1.0,0,0.0,1.0,0,0.0,0.9494370767312216,1,1.0,0.7540856213615154,0,0.0,0.9377505607309069,8,89.0,0.42576955484024626,0,0.0,0.9497466363360605,0,0.0,0.9576992795433329,0,0.0,0.8700509096683003,8,82.0,0.29335738395346544,0,0.0,0.937719610221006,33,358.0
40.0,41,549.0,4.901785714285714,7.521009162064329,10,139.0,0.40841676060583904,0,0.0,0.9586025594586306,0,0.0,0.9522450972746128,0,0.0,0.970057871831471,9,137.0,0.34197142894316734,0,0.0,1.0,0,0.0,1.0,0,0.0,0.9741696157325345,2,7.0,0.5490452005326937,0,0.0,0.9396748154769572,10,136.0,0.34205702401753735,0,0.0,0.9586167920328018,0,0.0,0.9865943978267231,0,0.0,0.901016084839239,10,130.0,0.34664037154762833,0,0.0,0.904640891717186,41,549.0
45.0,49,783.0,6.525,6.853519606446948,12,195.0,0.31516901716169093,0,0.0,0.9553868142407371,0,0.0,0.9166694859554305,0,0.0,0.9123568602233506,12,193.0,0.2350080024840092,0,0.0,0.8800921835954222,0,0.0,0.9622019580552166,0,0.0,0.9735105873969714,3,22.0,0.4153611221449139,0,0.0,0.9446737286892947,11,189.0,0.29011550977568334,0,0.0,0.9777536302643649,0,0.0,1.0,0,0.0,0.9599394374862413,11,184.0,0.3252533504624705,0,0.0,0.9644291986319815,49,783.0
50.0,48,849.0,6.242647058823529,6.964522971585075,13,257.0,0.3067138394660325,0,0.0,0.9418090466327432,0,0.0,0.9578559218644123,0,0.0,0.9274706142054827,14,256.0,0.1759045848301696,0,0.0,0.924498572054148,0,0.0,0.944170611003056,0,0.0,0.9832556720062934,0,15.0,0.4677114868084824,0,0.0,0.9578091863601919,14,254.0,0.3025288773215254,0,0.0,0.9636290591445532,0,4.0,0.4064459124966241,0,0.0,0.9632199438550965,7,175.0,0.3490898403015946,0,4.0,0.7656047342023724,48,965.0
