step,system_total_stopped,system_total_waiting_time,system_mean_waiting_time,system_mean_speed,J1_stopped,J1_accumulated_waiting_time,J1_average_speed,agents_total_stopped,agents_total_accumulated_waiting_time
600.0,4,10.0,0.8333333333333334,2.72874697299142,4,81.0,0.08541936746101979,4,81.0
605.0,2,14.0,1.2727272727272727,4.541431066876524,2,24.0,0.17720785474659886,2,24.0
610.0,2,2.0,0.25,3.3867164602438025,1,9.0,0.04308866592159642,1,9.0
615.0,4,14.0,1.5555555555555556,2.8569642959678836,4,22.0,0.15817651397362226,4,22.0
620.0,6,37.0,2.642857142857143,3.1883200169691057,6,45.0,0.25651760302638965,6,45.0
625.0,8,74.0,5.285714285714286,3.872077995693352,8,82.0,0.15979663903688057,8,82.0
630.0,4,23.0,1.9166666666666667,2.7855790654061328,4,71.0,0.08115933158054162,4,71.0
635.0,3,13.0,1.1818181818181819,4.858676947224179,3,34.0,0.18829842869713898,3,34.0
640.0,3,4.0,0.5,3.627750771320448,2,24.0,0.05779660015625254,2,24.0
645.0,3,17.0,3.4,1.8853251816334988,3,38.0,0.0018062788078009305,3,38.0
650.0,0,0.0,0.0,3.117271617681334,0,12.0,0.1427779482578899,0,12.0
655.0,4,1.0,0.07142857142857142,4.007458100750595,4,13.0,0.2547292984932414,4,13.0
660.0,6,19.0,1.4615384615384615,4.766453921868467,6,31.0,0.1731275010462688,6,31.0
665.0,7,53.0,5.3,1.0953797833621237,7,65.0,1.2391388431116287e-05,7,65.0
670.0,1,12.0,1.3333333333333333,3.1301900463155428,1,57.0,0.0939197003414029,1,57.0
675.0,1,3.0,0.5,2.6078403257201352,0,33.0,0.16831795887694817,0,33.0
680.0,2,6.0,1.0,3.775114590496982,2,42.0,0.02375147557837172,2,42.0
685.0,4,0.0,0.0,2.1133203799182008,4,18.0,0.07062144176334377,4,18.0
690.0,1,3.0,0.3,3.947929887522718,1,21.0,0.28121608199483406,1,21.0
695.0,6,21.0,1.6153846153846154,5.382762216982455,6,39.0,0.28168755212816826,6,39.0
700.0,7,56.0,5.090909090909091,2.0484493358176485,7,74.0,1.991458928418279e-05,7,74.0
705.0,2,12.0,1.2,3.464752260978604,2,58.0,0.08689041586316894,2,58.0
710.0,2,5.0,0.625,2.9195896048805126,2,64.0,0.020529623815817438,2,64.0
715.0,6,31.0,5.166666666666667,0.00013050053610128327,6,90.0,8.901716545879551e-06,6,90.0
720.0,6,61.0,10.166666666666666,0.0,6,120.0,0.0,6,120.0
725.0,2,14.0,1.0769230769230769,2.091536921461581,1,85.0,0.17970976127564883,1,85.0
730.0,3,2.0,0.125,4.419516053016923,3,90.0,0.22767189713646507,3,90.0
735.0,3,5.0,0.3333333333333333,3.627803727833218,3,50.0,0.11118957251276834,3,50.0
740.0,4,9.0,0.75,2.3260340041490855,3,59.0,0.06586827137152412,3,59.0
745.0,7,39.0,3.9,1.8525106811504322,7,86.0,0.00014611115767635148,7,86.0
750.0,1,8.0,0.8888888888888888,3.2387008914870465,1,62.0,0.07511483516693702,1,62.0
755.0,1,1.0,0.14285714285714285,2.8353447004004013,0,28.0,0.11324098255959895,0,28.0
760.0,6,11.0,0.8461538461538461,3.041686005421584,5,25.0,0.15535562972421507,5,25.0
765.0,2,4.0,0.2857142857142857,4.4947452924406,2,38.0,0.20549658689150674,2,38.0
770.0,1,1.0,0.07142857142857142,4.121598531958424,1,27.0,0.1717153265223219,1,27.0
775.0,4,6.0,0.6,1.507406484247508,3,33.0,0.0834898083784708,3,33.0
780.0,6,31.0,3.4444444444444446,2.045087606360353,6,59.0,0.00023627557172478206,6,59.0
785.0,2,8.0,1.0,2.965787355710683,1,43.0,0.1082109537930471,1,43.0
790.0,2,4.0,0.5714285714285714,3.183913297822116,2,47.0,0.02812706997651465,2,47.0
795.0,5,26.0,3.25,1.5596634236768259,5,69.0,0.11450183076654319,5,69.0
800.0,5,51.0,3.642857142857143,3.3912855998305935,5,94.0,0.13011056485135722,5,94.0
805.0,8,83.0,5.928571428571429,3.9843047568483803,8,126.0,0.16968676223148244,8,126.0
810.0,4,26.0,2.1666666666666665,2.1013474283745293,3,95.0,0.0893543906964434,3,95.0
815.0,4,8.0,0.7272727272727273,2.5793423206000052,3,102.0,0.0277544539799326,3,102.0
820.0,7,36.0,4.5,1.3341277534368676,7,131.0,0.0003910407294428695,7,131.0
825.0,1,7.0,0.875,2.6628709862903985,1,97.0,0.11301227915792617,1,97.0
830.0,1,0.0,0.0,2.491048525927451,1,22.0,0.14042680381484665,1,22.0
835.0,4,2.0,0.125,3.8230894371770536,4,24.0,0.22282506114480533,4,24.0
840.0,8,26.0,1.8571428571428572,4.0474456825642715,8,48.0,0.13787811783477386,8,48.0
845.0,2,12.0,1.0,2.1348626953320142,2,38.0,0.0587545694468079,2,38.0
850.0,3,10.0,0.9090909090909091,4.8536096133723285,3,23.0,0.175187090351691,3,23.0
855.0,2,2.0,0.25,3.5664134806168724,1,14.0,0.03799944763454406,1,14.0
860.0,0,0.0,0.0,5.529523323247608,0,3.0,0.16590282500715614,0,3.0
865.0,6,4.0,0.6666666666666666,0.009218680112444007,6,7.0,0.0005876060546679591,6,7.0
870.0,2,14.0,1.4,4.011533852506937,2,17.0,0.3144602708555259,2,17.0
875.0,6,36.0,2.769230769230769,4.667383694637952,6,39.0,0.2595821301760851,6,39.0
880.0,2,11.0,1.0,1.9996491088175246,2,42.0,0.08505617090888301,2,42.0
885.0,3,6.0,0.6,2.4265563099958163,2,47.0,0.06312584339365973,2,47.0
890.0,6,31.0,3.875,1.67787129243216,6,70.0,0.0002595544255570891,6,70.0
895.0,1,8.0,1.3333333333333333,1.9627665726473655,1,50.0,0.10529194840177808,1,50.0
900.0,2,5.0,0.8333333333333334,3.986837850714469,2,55.0,0.019894207265558364,2,55.0
905.0,0,0.0,0.0,4.106288744605842,0,30.0,0.2729875522281403,0,30.0
910.0,2,3.0,0.21428571428571427,5.756693938309238,2,33.0,0.2871174244994981,2,33.0
915.0,3,4.0,0.3333333333333333,2.056857484571382,3,24.0,0.09803555807490333,3,24.0
920.0,5,9.0,0.8181818181818182,2.2372351340923444,4,33.0,0.06794037813509055,4,33.0
925.0,7,36.0,4.0,1.4494303129525594,6,57.0,8.090326945571361e-05,6,57.0
930.0,1,7.0,1.0,2.4141636762163627,1,40.0,0.08667911380584975,1,40.0
935.0,2,5.0,0.8333333333333334,2.6757247448261103,1,31.0,0.01391011945888604,1,31.0
940.0,4,1.0,0.08333333333333333,3.6435868151786104,4,37.0,0.1431503685790189,4,37.0
945.0,4,14.0,1.0769230769230769,4.463381872341627,4,50.0,0.203774306762476,4,50.0
950.0,7,45.0,3.75,3.3650395406304323,7,81.0,0.1476654582603932,7,81.0
955.0,7,80.0,8.88888888888889,1.141530782594975,7,116.0,1.1710311027800102e-06,7,116.0
960.0,1,16.0,1.7777777777777777,3.8373442883784685,1,95.0,0.1151405726106172,1,95.0
965.0,2,3.0,0.42857142857142855,2.916677935835968,1,27.0,0.1787181177541952,1,27.0
970.0,3,7.0,1.1666666666666667,2.010216663921144,2,19.0,0.02744494643608893,2,19.0
975.0,1,1.0,0.1,4.9199576377943215,1,28.0,0.20463789232420404,1,28.0
980.0,4,17.0,1.3076923076923077,3.8249319299213735,4,44.0,0.29206725912824083,4,44.0
985.0,6,45.0,3.4615384615384617,4.352912761196311,6,72.0,0.18798616092137677,6,72.0
990.0,3,15.0,1.3636363636363635,2.7174472969445924,3,58.0,0.06871151211439269,3,58.0
995.0,5,7.0,0.875,0.9347284102393946,4,62.0,0.030560004232616247,4,62.0
1000.0,2,4.0,0.5,2.8622083833074865,2,48.0,0.1418608876880477,2,48.0
1005.0,3,9.0,1.2857142857142858,3.2677037628500822,3,58.0,0.015379419393753114,3,58.0
1010.0,5,32.0,4.0,0.7846237654382711,5,82.0,0.054106095814982,5,82.0
1015.0,4,8.0,0.5333333333333333,3.4395727079925233,4,50.0,0.2569630247995794,4,50.0
1020.0,5,10.0,0.6666666666666666,3.7483392303787126,4,57.0,0.1763302850666289,4,57.0
1025.0,2,4.0,0.3076923076923077,3.4877544379772023,2,71.0,0.09535418850321153,2,71.0
1030.0,5,25.0,2.272727272727273,4.8295805183729845,5,89.0,0.0011480550356722243,5,89.0
1035.0,5,50.0,8.333333333333334,1.3202190623001733,5,114.0,9.061082667457522e-06,5,114.0
1040.0,1,12.0,2.0,2.5367859322850688,1,73.0,0.07314922687075873,1,73.0
1045.0,5,5.0,0.625,1.8246979139739892,5,79.0,0.026163511617406245,5,79.0
1050.0,4,22.0,2.2,3.6326920680162167,4,96.0,0.26912597146262673,4,96.0
1055.0,5,44.0,3.3846153846153846,4.962375279089595,5,118.0,0.26584789342447296,5,118.0
1060.0,7,78.0,7.090909090909091,2.32688518873543,7,152.0,1.2339528371107324e-05,7,152.0
1065.0,2,19.0,1.9,3.188558676520356,2,116.0,0.061093945318109216,2,116.0
1070.0,2,2.0,0.2222222222222222,3.895913327668432,1,62.0,0.09673803576752069,1,62.0
1075.0,2,5.0,0.7142857142857143,3.59467040059113,2,62.0,0.034430560372166644,2,62.0
1080.0,3,8.0,1.6,2.778085655987943,3,73.0,0.005311644611148624,3,73.0
1085.0,4,27.0,2.7,2.936897172783664,4,92.0,0.21816381695529358,4,92.0
1090.0,1,9.0,0.6428571428571429,4.1895099234807605,1,59.0,0.2802396541926165,1,59.0
1095.0,4,9.0,0.75,2.194831076967501,4,68.0,0.0982117982019382,4,68.0
1100.0,6,37.0,3.0833333333333335,4.060171643352628,6,96.0,0.00025516139038827943,6,96.0
1105.0,3,10.0,1.25,2.7533203844178296,2,63.0,0.11287900403322797,2,63.0
1110.0,3,7.0,1.0,1.0425032316781722,2,43.0,0.07466555350960748,2,43.0
1115.0,2,5.0,0.7142857142857143,3.9067669878214804,2,40.0,0.03789409741375088,2,40.0
1120.0,3,0.0,0.0,5.061859948856851,3,7.0,0.26275280655438005,3,7.0
1125.0,2,4.0,0.3076923076923077,4.552104649519203,2,11.0,0.22986529937069883,2,11.0
1130.0,3,4.0,0.2857142857142857,3.943985075762956,3,16.0,0.17064165100657477,3,16.0
1135.0,7,26.0,2.3636363636363638,1.5805070656520603,6,31.0,0.014634899205718973,6,31.0
1140.0,2,3.0,0.3,3.7215184589006527,1,33.0,0.10192287956358381,1,33.0
1145.0,4,19.0,2.7142857142857144,2.3409321916701282,4,40.0,0.0015864139744524877,4,40.0
1150.0,4,39.0,7.8,2.1161316690100813,4,60.0,9.222893038880759e-06,4,60.0
1155.0,2,14.0,1.75,2.499636345006856,2,51.0,0.14605547561654378,2,51.0
1160.0,2,3.0,0.23076923076923078,4.346707290243648,2,55.0,0.3126061316022693,2,55.0
1165.0,6,25.0,1.9230769230769231,4.402715774663214,6,77.0,0.1863441403933973,6,77.0
1170.0,4,10.0,1.0,2.100128081946698,4,67.0,0.09561339233039107,4,67.0
1175.0,4,6.0,0.6666666666666666,2.234256071562983,3,71.0,0.01783478429439264,3,71.0
1180.0,6,31.0,4.428571428571429,1.4020021892300696,6,97.0,0.00014627399391950878,6,97.0
1185.0,2,8.0,1.1428571428571428,1.840722796969682,2,69.0,0.07895207520555288,2,69.0
1190.0,3,6.0,0.6,3.202981954572639,3,76.0,0.074326227708308,3,76.0
1195.0,3,1.0,0.06666666666666667,4.003824795212803,3,35.0,0.24645472719307995,3,35.0
1200.0,3,7.0,0.5384615384615384,4.746183623831813,3,42.0,0.2094114597247735,3,42.0
1205.0,7,38.0,3.8,1.4927193766590423,7,73.0,0.00023382705493976607,7,73.0
1210.0,2,8.0,0.8888888888888888,3.6076523119273194,2,57.0,0.10579356941396696,2,57.0
1215.0,1,2.0,0.25,3.227765462621954,0,29.0,0.09956967161498373,0,29.0
1220.0,2,5.0,0.7142857142857143,3.3919461569937535,2,34.0,0.026062890268779733,2,34.0
1225.0,7,22.0,2.75,0.017445628673600975,7,51.0,0.0011114404267095347,7,51.0
1230.0,5,47.0,4.2727272727272725,3.008567300523895,5,76.0,0.2198834525272413,5,76.0
1235.0,2,11.0,0.7333333333333333,3.133759715468473,2,48.0,0.20246227183768853,2,48.0
1240.0,4,7.0,0.5,2.6077577429088303,4,56.0,0.07270888488503059,4,56.0
1245.0,4,7.0,0.5,3.3517729793876505,4,49.0,0.057298243899750544,4,49.0
1250.0,5,9.0,0.8181818181818182,2.438697763718489,4,60.0,0.07937418337440068,4,60.0
1255.0,3,6.0,0.6,2.4258364099787637,3,46.0,0.06581867609629517,3,46.0
1260.0,3,6.0,0.6666666666666666,3.3923325244809037,2,41.0,0.027770842635005892,2,41.0
1265.0,1,1.0,0.07692307692307693,4.114538205329634,1,15.0,0.2207319185484043,1,15.0
1270.0,0,0.0,0.0,6.202221433088967,0,2.0,0.3794793464977431,0,2.0
1275.0,1,2.0,0.15384615384615385,2.7377503889605856,1,4.0,0.08266404959943444,1,4.0
1280.0,4,15.0,1.25,4.796861032875264,4,17.0,0.04358051927057649,4,17.0
1285.0,5,39.0,5.571428571428571,2.896064535064333,5,41.0,2.5235562454519247e-05,5,41.0
1290.0,1,9.0,1.5,2.8990994544094963,1,30.0,0.09283049582891068,1,30.0
1295.0,1,0.0,0.0,6.6563690836257825,1,10.0,0.28107534367936693,1,10.0
1300.0,3,0.0,0.0,5.112642263082245,3,0.0,0.22828795164158164,3,0.0
1305.0,1,3.0,0.21428571428571427,6.110209735480881,1,3.0,0.2948963732108554,1,3.0
1310.0,7,29.0,2.6363636363636362,1.7977128056030092,7,29.0,0.11635108965702866,7,29.0
1315.0,2,8.0,0.8,2.2945536513776803,2,37.0,0.07708446974188533,2,37.0
1320.0,5,8.0,1.0,2.158868930548431,4,42.0,0.0236464735529681,4,42.0
1325.0,5,29.0,4.833333333333333,1.7238733172603826,5,64.0,0.0004201720203934261,5,64.0
1330.0,5,54.0,10.8,0.0,5,89.0,0.0,5,89.0
1335.0,0,0.0,0.0,3.2742556544467516,0,59.0,0.24755638572354743,0,59.0
1340.0,3,4.0,0.26666666666666666,3.3377216055820327,3,63.0,0.228315858081631,3,63.0
1345.0,7,30.0,2.0,4.111233185025321,7,89.0,0.15491523709335925,7,89.0
1350.0,8,69.0,6.2727272727272725,1.75834508254255,8,128.0,1.1558269046694064e-05,8,128.0
1355.0,2,22.0,2.4444444444444446,2.2502029244965374,2,87.0,0.08628015820632677,2,87.0
1360.0,1,3.0,0.375,5.650915426248362,0,36.0,0.26668598763334117,0,36.0
1365.0,1,1.0,0.2,3.8669046522009,1,16.0,0.04571453705256583,1,16.0
1370.0,0,0.0,0.0,3.09045338016494,0,16.0,0.0954840662808405,0,16.0
1375.0,5,8.0,0.6153846153846154,3.5203253291164547,5,24.0,0.26498925710337895,5,24.0
1380.0,6,29.0,2.230769230769231,4.76817894109538,6,45.0,0.20858421431593008,6,45.0
1385.0,7,64.0,6.4,1.8327502322694034,7,80.0,1.2472326400551422e-06,7,80.0
1390.0,1,12.0,1.3333333333333333,3.3931694699549237,1,61.0,0.12607868585928805,1,61.0
1395.0,1,3.0,0.42857142857142855,3.058156026376661,0,33.0,0.10814848583549112,0,33.0
1400.0,1,3.0,0.5,4.390092923589142,1,30.0,0.06332748325758211,1,30.0
1405.0,4,0.0,0.0,4.377688639719782,4,1.0,0.08667208474422834,4,1.0
1410.0,1,4.0,0.4,5.578959904511467,1,5.0,0.3324690079727403,1,5.0
1415.0,4,17.0,1.3076923076923077,5.185535047550374,4,18.0,0.23580866977623122,4,18.0
1420.0,7,49.0,4.9,1.7760574105468527,7,50.0,7.93177824898627e-05,7,50.0
1425.0,2,17.0,2.125,2.052189070901156,2,49.0,0.05393350072291662,2,49.0
1430.0,1,2.0,0.3333333333333333,1.542895406989061,1,52.0,0.03688574873098896,1,52.0
1435.0,5,19.0,3.1666666666666665,1.9624899123234856,5,69.0,0.0005860614218314791,5,69.0
1440.0,1,1.0,0.2,2.4638295282313925,0,45.0,0.177651271589546,0,45.0
1445.0,3,5.0,0.4166666666666667,3.374748749331312,3,51.0,0.20705122421837877,3,51.0
1450.0,7,31.0,2.2142857142857144,4.383813905557038,7,77.0,0.22348037329027273,7,77.0
1455.0,8,71.0,5.916666666666667,1.6796171355369258,8,117.0,0.023886682470275984,8,117.0
1460.0,8,111.0,11.1,1.400537914925487,8,157.0,0.0,8,157.0
1465.0,3,33.0,3.6666666666666665,2.065833551240122,3,116.0,0.06607087015988641,3,116.0
1470.0,1,2.0,0.2222222222222222,6.2454161815331775,0,52.0,0.21318339563124217,0,52.0
1475.0,2,5.0,0.8333333333333334,5.189910474989384,2,46.0,0.036209960611937216,2,46.0
